name,facility_type,amenity,speciality,operator,operator_type,beds,emergency,address,operational_status,longitude,latitude,osm_id,source
Punjab Pharmacy,pharmacy,pharmacy,,,,,,,,74.276702,31.442207,5628170922,
Long Life Pharmacy,pharmacy,pharmacy,,,,,,,,67.067718,24.832567,4791723431,
Rasheed Hospital,hospital,hospital,,,,,,,,71.665621,29.403834,1925508131,
Al-Shifa Memon Charitable Hospital,hospital,hospital,,,,,,,,68.380028,25.385214,5253791378,
Muzzamil CLinic & Medical Store,clinic,,,,,,,,,,,687763120,
Abbas Clinic And Maternity Home,clinic,clinic,,,,,,,,68.372942,25.391374,5285951837,
Bhittai Animal Hospital,hospital,hospital,,,,,,,,68.324681,25.3716,5251853728,
Medical Center,hospital,hospital,,,,,,,,74.348579,31.518625,1750454167,
Private Health Clinic,clinic,clinic,,,,,,,,,,404377564,
Asif Eye Hospital,clinic,clinic,,,,,,,,67.070333,24.880596,5130682837,
Pakistan Health Care Trust Hospital,hospital,hospital,,,,,,,,67.197632,24.902455,4767455641,
Shakir Hospital,hospital,hospital,,,,,,,,73.993941,31.712019,4910585820,
Cardiac Center,hospital,hospital,,,,,,,,73.093812,31.419975,5263913091,
Hameed hospital,doctors,doctors,,,,,,,,72.401708,33.880524,4475431589,
Rathore Hospital,hospital,hospital,,,,,,,,73.081312,31.462121,5265379130,
Fatimiyah Hospital,hospital,hospital,,,,,,,,67.034098,24.878019,5128396158,
Al Hamza Clinic,clinic,clinic,,,,,,,,69.248578,25.285077,5338152502,
Hearing Clinic,clinic,clinic,,RANA MASOOD,,,,,,74.350388,31.506367,4648941790,
Akhtar Medical Store,pharmacy,pharmacy,,,,,,,,74.280361,32.749667,4411659640,
Combined Military Hospital,hospital,hospital,,,,,,,,,,351280850,
Parklane Pharmacy,pharmacy,pharmacy,,,,,,,,67.031291,24.816785,4724110186,
Lahore General Hospital,hospital,hospital,,,,,,,,74.351161,31.454571,5255279602,
Marvi Pharma,pharmacy,pharmacy,,,,,,,,67.135749,24.850001,4769985118,
South Side General Hospital,hospital,hospital,,,,,,,,67.0763,24.837128,5143276359,
Arif Children Hospital,hospital,hospital,,,,,,,,74.381393,31.577768,5255279615,
Tabba Heart Institute  Laboratory Collection Unit,pharmacy,pharmacy,,,,,,,,67.030451,24.918509,5117205306,
Kashaf Dental Clinic,clinic,clinic,,,,,,,,67.141246,24.823497,5130682868,
Obaid Noor Hospital,hospital,hospital,,,,,,,,71.544363,32.575313,4302503311,
Baig Pharmacy,pharmacy,pharmacy,,,,,,,,,,545997603,
khoja Arshad Hospital,hospital,hospital,,,,,,,,72.693563,32.080168,5693436421,
Star Charitable Clinic,clinic,clinic,,,,,,,,67.137241,24.857567,4769985102,
Laser Vision Centre,clinic,clinic,,,,,,,,67.03253,24.826253,5133026855,
,hospital,hospital,,,,,,,,66.982458,24.867722,5232539143,
سی ایم ایچ,hospital,hospital,,Military,,,,,,,,681256046,
Mustafa Hospital,hospital,hospital,,,,,,,,67.06309,24.841598,5135016125,
Civil Aviation Medical Center,clinic,clinic,,,,,,,,72.843176,33.559328,5282197196,
Sick Bay NORE-I,hospital,hospital,,,,,,,,67.003252,24.840638,5306005133,
Dr Amir Homeopathic Clinic,clinic,clinic,,Dr Amir,,,,,,74.41767,31.493747,5142485922,
Cantonment General Hospital,hospital,hospital,,,,,,,,,,723893980,
Al Ihsan Hospital,hospital,hospital,,,,,,,,,,23526696,
Raaj Medical & General Store,pharmacy,pharmacy,,,,,,,,68.383259,25.349004,5252043325,
Dilip bachani,clinic,clinic,,,,,,,,69.379472,25.82736,5406055829,
Data Darbar Hospital,hospital,hospital,,,,,,,,,,606849269,
Iqballudin Dental Clinic,dentist,dentist,,,,,,,,71.788748,35.853652,6007217648,
Amanat Eye hospital,hospital,hospital,,,,,,,,73.063908,33.722171,5091739723,
KMC Gizri Hospital,hospital,hospital,,,,,,,,67.047302,24.815276,5109338727,
Pakistan Pharmacy,pharmacy,pharmacy,,,,,,,,,,544984489,
Bilquis Memorial Hospital,hospital,hospital,,,,,yes,,,73.030179,33.692479,2147104935,Survey
Dr Nargis Hospital,hospital,hospital,,,,,,,,67.098752,24.94461,5130682854,
Dr. Abdul Jabbar Dal,clinic,clinic,,,,,,,,69.109741,25.155077,5481213595,
BINUQ,hospital,hospital,,,,,,,,,,653741668,
Smile Savers,clinic,clinic,,,,,,,,67.055935,24.863695,5133028142,
Isolation Hospital Airport Karachi,hospital,hospital,,,,,,,,67.150948,24.914269,5333236745,
Hakeem Amjad,clinic,clinic,,,,,,,,74.153307,32.155505,4648079490,
Qureshi Health Center,clinic,clinic,,,,,,,,67.06308,24.960989,5084174888,
Dr. Lata Kamal,clinic,clinic,,,,,,,,69.02073,25.529553,5384788147,
Baba Yasin orthopedic,hospital,hospital,,,,,,,,72.88801,33.641064,2685020450,
Hinglaj Medical Store,pharmacy,pharmacy,,,,,,,,66.663501,25.388225,5315974163,
Usman Medicose & General Store,pharmacy,pharmacy,,,,,,,,67.186089,24.908255,4764643850,
Islamabad International َDental Hospital and College,hospital,hospital,,,,,,,,73.079439,33.705437,297648462,
INOR Cancer Hospital,hospital,hospital,,,,,,,,,,305536646,
Ambor Hospital,hospital,hospital,,,,,,,,73.47541,34.325671,4230981392,
PAF Hospital,hospital,hospital,,,,,yes,,,73.017044,33.715618,312719028,
Epla Laboratories,pharmacy,pharmacy,,,,,,,,66.999946,24.900946,5092152522,
,doctors,doctors,,,,,,,,74.861208,36.615362,4034150922,
Civil hospital,hospital,hospital,,,,,,,,69.109938,25.153327,5481213815,
Hospital,hospital,hospital,,,,,,,,,,398887698,
Mian Medical Complex,hospital,hospital,,,,,,,,74.339978,31.535014,5276934827,
Medicine Point,pharmacy,pharmacy,,,,,,,,73.088061,33.586579,1412407861,
Dr. Sabar Clinic Tanda,clinic,clinic,,,,,,,,74.369762,32.703133,4865454421,
Al-Murtaza Homeopathic,clinic,clinic,,,,,,,,67.080017,24.940531,5109580863,
Cairns Railway Hospital,hospital,hospital,,,,,yes,,,74.33849,31.569872,5273631734,
Citi Lab,pharmacy,pharmacy,,,,,,,,73.070139,33.627865,4901403880,
Mektum House,pharmacy,pharmacy,,,,,,,,67.011567,24.856113,4791991080,
Ajmeri Herbal Cancer Dawakhana & Research Centre,clinic,clinic,,,,,,,,67.189517,24.899544,5269335956,
Ahmed Dental Clinic,clinic,clinic,,,,,,,,67.033534,24.915621,5128654396,
THQ hospital nowshera virkan,clinic,clinic,,,,,,,,73.974634,31.963919,4516838193,
Taluka Hospital,hospital,hospital,,,,,,,,69.249499,25.284827,5338152507,
Lahore Health Care,clinic,clinic,,,,,,,,74.363465,31.501819,5259654967,
,pharmacy,pharmacy,,,,,,,,71.529178,32.403279,4369441413,
Dr. Jehangir Shah,clinic,clinic,,,,,,,,67.019014,24.813224,5133026914,
awan medical store,pharmacy,pharmacy,,,,,,,,71.431866,33.971398,4404114190,
Madani Pharmacy,pharmacy,pharmacy,,,,,,,,68.124006,26.845142,5328559817,
The Children Hospital,hospital,hospital,,,,,,,,67.18595,24.880454,5133028136,
OMI Hospital,hospital,hospital,,,,,,,,67.027617,24.867126,5128018440,
Sadat Clinic And Maternity Home,clinic,clinic,,,,,,,,68.541473,25.128772,4883541276,
,clinic,clinic,,,,,,,,72.365293,34.768261,4900785625,
Zehra Clinic,clinic,clinic,,,,,,,,67.082227,24.983091,5133102880,
Khans Dental Clinic,clinic,clinic,,,,,,,,67.050466,24.828498,5128618759,
Psychiatry ward 20,hospital,hospital,,,,,,,,67.043931,24.852393,5145371998,
Step In Pharmacy,pharmacy,pharmacy,,,,,,,,67.041525,24.816203,4805954574,
Wazeer Patti Wala,clinic,clinic,,,,,,,,67.030985,24.892719,4734023579,
Banu Bagh(Mashumanu jabai),doctors,doctors,,,,,,,,71.585265,34.00754,4506410697,
Mashallah Clinic,clinic,clinic,,,,,,,,71.461891,30.199821,6145222487,
Clinic Dr. Obaid Anwar,clinic,clinic,,,,,,,,73.104069,31.412253,5152203826,
I & General Hospital,hospital,hospital,,,,,,,,,,397675825,
Ali Hospital,hospital,hospital,,,,,,,,70.630846,30.053401,1927270766,
Lab Test Clinical Laboratory,clinic,clinic,,,,,,,,67.034236,24.928402,4738135538,
Federal Government Dispensary - G-7/1,pharmacy,pharmacy,,,,,,,,73.071456,33.700434,1707143912,
Islamabad Diagnostics Center,hospital,hospital,,,,,,,,72.997198,33.66857,5595279927,
SHISTA SOHAIL MEDICAL CENTRE,hospital,hospital,,,,,,,,71.444177,30.185771,4879053321,
Dr.Haider Hospital,hospital,hospital,,,,,,,,71.918948,29.620558,4508144089,
Anabat Medical Store,pharmacy,pharmacy,,,,,,,,73.08541,33.643957,2016149251,Physical suvey -- SaafPindi
Nafees Hospital ISRA University,hospital,hospital,,,,,yes,,,,,254608237,
Government Saudabad Hospital,hospital,hospital,,,,,,,,67.211259,24.903027,4767455692,
Dispencary,doctors,doctors,,,,,,,,74.763054,36.789148,4035964623,
Rehmat Memorial Hospital,hospital,hospital,,,,,,,,,,306452307,
CMH Quetta,hospital,hospital,,,,,,,,67.03022,30.214723,4346703013,
"THQ Hospital, Chishtian",hospital,hospital,,,,,,,,,,371747427,
per damunu wala,doctors,doctors,,,,,,,,71.415409,33.96504,4541532491,
Union Hospital,hospital,hospital,,,,,,,,74.269305,31.44674,5259837118,
Benazir Hospital,hospital,hospital,,,,,,,,67.031073,30.188483,6123800908,
,hospital,hospital,,,,,,,,68.36294,25.392264,1101278044,
,clinic,clinic,,,,,,,,74.39469,31.485592,271284373,
Emergency Holy Family Hospital,hospital,hospital,,,,,,,,73.057933,33.641543,4666195507,
National Medical Centre,hospital,hospital,,,,,yes,,,,,364303445,
Al Badar Clinic,clinic,clinic,,,,,,,,67.796672,27.446914,6443247998,
Kashif Iqbal Thalassemia Care Center,hospital,hospital,,,,,,,,67.105982,24.90067,4758017032,
,doctors,doctors,,,,,,,,74.862257,36.405851,4032693343,
Hospital,hospital,hospital,,,,,,,,72.235685,36.306775,4014652766,
Implant & Dental Art,dentist,dentist,,,,,,,,73.107014,31.415447,4550419192,
Shahab Labs,pharmacy,pharmacy,,,,,,,,71.448534,30.203025,1921954260,
Murshid Laboratory,laboratory,,,,,,,,,67.020468,24.844311,6536942423,
ISM Hospital,hospital,hospital,,,,,,,,67.023918,24.866621,5128018441,
DHQ Hospotal,hospital,hospital,,,,,,,,,,389061960,
Mehrun Nisa Medical Center,pharmacy,pharmacy,,,,,,,,66.99371,24.945585,5157326482,
Lasersoft-the Skin Clinic,clinic,clinic,,,,,,,,67.037131,24.82417,5133028137,
Eidhi,hospital,hospital,,,,,,,,73.066131,33.635471,4942271323,
Qamer Clinic & Maternity Home,clinic,clinic,,,,,,,,,,512224987,
Basharat Hospital,hospital,hospital,,,,,,,,,,231288593,
Umeed Maternity Home,clinic,clinic,,,,,,,,67.104591,24.818412,5130353820,
Punjab Pharmacy,pharmacy,pharmacy,,,,,,,,74.168671,31.383201,4427527439,
Health Centre,doctors,doctors,,,,,,,,,,400965382,
Dr. Essa Laboratory & Diagnostic Centre,clinic,clinic,,,,,,,,67.101599,24.938371,5130955223,
Tayyab Medical & General Store,pharmacy,pharmacy,,,,,,,,67.06607,24.820453,4788412646,
Nehal Hospital,hospital,hospital,,,,,,,,67.182168,24.88251,4737689209,
Allama Iqbal International Hospital,hospital,hospital,,,,,,,,73.870525,32.80411,5109126724,
Gandiphar Pakistan,pharmacy,pharmacy,,,,,,,,68.390885,25.362763,4129560392,
Bagh E Halar General Hospital,hospital,hospital,,,,,,,,67.017934,24.872769,5119821451,
,doctors,doctors,,,,,,,,73.41283,36.513207,4020903101,
Bakhsh Clinic,clinic,clinic,,,,,,,,67.062537,24.861754,5130682853,
Mushtaque,clinic,clinic,,,,,,,,69.11079,25.155718,5481213521,
Fauji Foundation Dispensary,hospital,hospital,,,,,,,,74.000382,31.70958,4912198461,
Kumila Hospital,hospital,hospital,,,,,,,,,,255951553,
Riphah International Dental Hospital University,hospital,hospital,,,,,,,,72.958421,33.65243,5152915622,
Star General Hospital,hospital,hospital,,,,,,,,67.167922,24.884641,5226556643,
YK Memorial Hospital,hospital,hospital,,,,,,,,68.719343,25.453991,4883211917,
FOMG Hospital,hospital,hospital,,,,,,,,67.175099,24.885141,4737664783,
KKT Orthopedic Spine Center,hospital,hospital,,,,,,,,72.972369,33.624745,5251807396,
Niaz Memorial Hospital,hospital,hospital,,,,,,,,74.193555,32.180219,6176439786,
Shahrukh Hospital,hospital,hospital,,,,,,,,67.050981,24.955056,5133028128,
Rahila Research & Reference Lab Larkana,hospital,hospital,,,,,,,,68.209324,27.557862,5606565821,
Pharmacy,pharmacy,pharmacy,,,,,,,,67.011409,24.859717,5109183421,
Sindh Chemist,pharmacy,pharmacy,,,,,,,,67.032921,24.83435,4801407740,
Gulab Devi Memorial Hospital,hospital,hospital,,,,,,,,,,383245067,
The Dow Clinical & Research Laboratory,clinic,clinic,,,,,,,,67.063117,24.888559,4779033036,
Aziz Hospital,hospital,hospital,,,,,,,,73.149584,33.54145,6658591446,
Combined Military Hospital,hospital,hospital,,,,,yes,,,,,26270386,
Ahsan Clinic,clinic,clinic,,,,,,,,67.000599,24.913084,5130080842,
Nexus Medicos,pharmacy,pharmacy,,,,,,,,67.051835,24.939111,5144555883,
"Green Apple Dental, Sialkot",dentist,dentist,,,,,,,,74.522506,32.490327,4225941692,
Elahi Baksh,hospital,hospital,,,,,yes,,,,,233729803,
Alrehman Family Clinic -- Lady Doctor Samina Azhar Awan,doctors,doctors,,,,,,,,73.092257,33.65008,2013315334,Physical suvey -- SaafPindi
Al Amin Hospital,hospital,hospital,,,,,,,,73.097518,31.447195,5263913096,
Child First Pediatric Clinic,clinic,clinic,,,,,,,,74.285647,31.64156,4910219465,
Fateh Dental Clinic,clinic,clinic,,,,,,,,,,637214364,
Bahawal Victoria Hospital,hospital,hospital,,,,,,,,,,501641347,
University Clinic,hospital,hospital,,,,,,,,71.502722,30.269106,444357811,
Civil Hospital & Emergency,hospital,hospital,,,,,,,,71.214599,30.955169,4327396391,
Nadeem Medical Centre,hospital,hospital,,,,,,,,67.0967,24.918896,5130968256,
Family Planning Hospital,hospital,hospital,,,,,,,,,,396871429,
Pakistan Pharmaceutical Chemical & Laboratories Pvt Ltd,pharmacy,pharmacy,,,,,,,,68.382424,25.356796,5252038814,
Dr. GangaRam,clinic,clinic,,,,,,,,69.015879,25.434119,5406055514,
Madina Medical Store,pharmacy,pharmacy,,,,,,,,71.211505,30.965572,4294645195,
Uzma Medical & General Store,pharmacy,,,,,,,,,,,687763117,
Memon Hospital,hospital,hospital,,,,,,,,68.376557,25.395465,1093392155,
MC Dispensory,clinic,clinic,,,,,,,,,,285938895,
Holy Family Hospital,hospital,hospital,,,,,,,,,,687246886,
Fatima Eye Hospital,hospital,hospital,,,,,,,,67.183033,24.883296,5130921750,
Guardian,pharmacy,pharmacy,,,,,,,,74.346411,31.523759,1749449952,
Meds Pharmacy,pharmacy,pharmacy,,,,,,,,71.665093,29.395322,4923821658,
Medilink,clinic,clinic,,,,,,,,67.034629,24.821584,5133026877,
Gondal Diagnostic Laboratory,clinic,clinic,,,,,,,,72.329799,31.264236,6182717600,
"Shakoor Ustad, Makori",doctors,doctors,,,,,,,,71.203035,33.298753,6400307585,
"Defence Skin, Laser & Cosmetology Clinic",hospital,hospital,,,,,,,,74.408014,31.484128,5251896791,
Pharmacy Point,pharmacy,pharmacy,,,,,,,,67.062069,24.807528,4770056046,
"bhu chak chaudhary , gujranwala",hospital,hospital,,,,,,,,73.943446,32.032556,4543061089,
Agha Khan Hospital for Women,hospital,hospital,,,,,,,,67.064683,24.926584,2671312033,
Independent University Hospital,hospital,hospital,,,,,,,,73.031435,31.44214,4218549289,
Husaini Blood Bank,blood_donation,,,,,,,,,67.04953,24.959493,5137634770,
Bajwa Hospital,hospital,hospital,,,,,,,,74.287488,31.630334,4910219491,
Rasheed Hospital,hospital,hospital,,,,,,,,74.323631,31.557094,5259958804,
Al Shifa Hospital,hospital,hospital,,,,,,,,74.244853,31.462027,5260103787,
Government Hospital Pacha Kalay,hospital,hospital,,Government,,,,,,,,509632857,
SHALIMAR MEDICAL STORE,pharmacy,pharmacy,,,,,,,,67.119405,24.918357,5085898847,
Karachi Medical Store,pharmacy,pharmacy,,,,,,,,67.034253,24.866204,5143101215,
Markiting,pharmacy,pharmacy,,,,,,,,72.364063,34.766615,4900785628,
IMTIAZ EYE CARE,clinic,clinic,,,,,,,,66.995581,24.923718,5131024095,
Akhtar Eye Hospital,hospital,hospital,,,,,,,,67.092215,24.922521,4496336860,
Samdani Hospital,hospital,hospital,,,,,,,,67.088304,24.921632,1410491682,
Kidney Center,hospital,hospital,,Philenthrophical Hospital,,,,,,,,626265068,
Medic Pharmacy,pharmacy,pharmacy,,,,,,,,74.311965,31.530511,4584231892,
Family Hospital,hospital,hospital,,,,,,,,74.312619,31.561003,4963317421,
Fatima Dental Hospital,hospital,hospital,,,,,,,,67.061993,24.88048,4773268349,
Sunny Medico,pharmacy,pharmacy,,,,,,,,67.081441,24.901814,5128213133,
Amanat Eye hospital,clinic,clinic,,,,,,,,73.056996,33.685418,5091739722,
Malik Haider Hospital,hospital,hospital,,,,,,,,74.073182,32.583636,3151332349,
Truworth Drug store,pharmacy,pharmacy,,,,,,,,73.084223,33.71666,4874973780,
Colony Medical Store,pharmacy,pharmacy,,,,,,,,67.145558,24.88391,4767920549,
Maj Gen Salman Ali Clinic,clinic,clinic,,,,,,,,73.041222,33.596994,5183619921,
Usmania Hospital,hospital,hospital,,,,,yes,,,67.0533,24.886801,4734023561,
Azmat Rashid,hospital,hospital,,,,,,,,,,231202009,
Combined Military Hospital (CMH),hospital,hospital,,CMH,,,yes,,,,,182024674,
Akhtar Enterprises,pharmacy,pharmacy,,,,,,,,67.009789,24.944604,5158915945,
POL Hospital,hospital,hospital,,,,,,,,72.462731,33.267555,4307053196,
,hospital,hospital,,,,,,,,68.362767,25.334336,1107332782,
Abdullah Hospital,hospital,hospital,,,,,,,,,,401181534,
City Dental Hospital Baqai,hospital,hospital,,,,,,,,67.031038,24.920653,5239180001,
Omair Sana Foundation,hospital,hospital,,,,,,,,67.090804,24.923563,4810006275,
Rahat Kada Hospital,hospital,hospital,,,,,,,,67.056146,24.860747,5132720048,
Diabetic's Institute of Pakistan,hospital,hospital,,,,,,,,74.332975,31.542482,5255279610,
Godhra Muslim Medical Centre & Charitable Hospital,hospital,hospital,,,,,,,,67.080283,24.970663,5130954915,
Agha Khan Hospital,hospital,hospital,,,,,,,,67.074133,24.891114,5130890298,
Gulraiz medical store,pharmacy,pharmacy,,,,,,,,71.436792,31.834446,4809592424,
M.I. General Store,pharmacy,pharmacy,,,,,,,,67.06615,24.987075,4764692609,
PAF Hospital,hospital,hospital,,,,,yes,,,74.38543,31.518104,5259958811,
SF med,hospital,hospital,,,,,,,,64.406549,28.885561,4805037224,
Lady Aitchison Hospital,hospital,hospital,,,,,,,,,,319648873,
Dr. Taliya's Clinic,clinic,clinic,,,,,,,,73.040088,33.689503,4889744126,
Avicenna Hospital,hospital,hospital,,,,,,,,74.467683,31.433765,5255465170,
"Ejaz Hafiz Rana, Children Hospital",doctors,doctors,,,,,,,,,,258521348,
Aesthetic Shape,clinic,clinic,,,,,,,,67.064955,24.80325,5130890300,
Nimrah Hospital,hospital,hospital,,,,,,,,67.227592,24.832727,5228298784,
Rural Health Centre Jandiala Sher khan,clinic,clinic,,,,,,,,73.908356,31.826205,4499774989,
Yaqoob Hospital,hospital,hospital,,,,,,,,73.744902,32.946331,2776917401,
Wapda Hospital,hospital,hospital,,,,,,,,68.327815,25.376273,5251853739,
BHU DAFFAR,hospital,hospital,general,NON,,,,,,73.220692,32.421084,5737045489,
,dentist,dentist,,,,,,,,72.009707,34.622414,5892487886,
Centre for Nuclear Medicine,hospital,hospital,,,,,,,,74.316955,31.570421,5844819916,
Emaan Clinic,clinic,clinic,,,,,,,,73.096619,33.628033,4786631410,
Shalamar Hospital,hospital,hospital,,,,,yes,,,74.379508,31.575214,5259838824,
Dr Rano Mal Clinic,clinic,clinic,,,,,,,,68.721503,25.454959,4883211918,
,hospital,hospital,,,,,,,,71.184871,30.076381,4395678733,
Al Fatima Clinic & Maternity Home,clinic,clinic,,,,,,,,67.084742,24.883274,5130198876,
Ali Pharmacy,pharmacy,pharmacy,,,,,,,,74.270515,31.520423,4670905889,
LRBT Eye Hospital - Korangi,hospital,hospital,,,,,,,,67.146678,24.821851,5128085123,
Sharif Medical Hospital,hospital,hospital,,,,,,,,74.198497,31.33589,2950127456,
Naeem Medical Store,pharmacy,pharmacy,,,,,,,,67.034457,24.925193,5225940417,
Dr. Nighat Tahira Consultant Acupuncturist,clinic,clinic,,,,,,,,74.319051,31.499935,4469615189,
Iqbal Hospital,hospital,hospital,,,,,,,,,,366080326,
Drug Mart Pharmacy UK,pharmacy,pharmacy,,,,,,,,67.017698,24.811572,4742815626,
"Jps (CT Scan, MRI & MRA) Diagnostic Centre",hospital,hospital,,,,,,,,67.032885,24.833828,5128441357,
Hamdard Foundation Pakistan,clinic,clinic,,,,,,,,67.028592,24.912739,5117307661,
Ghani Hospital,hospital,hospital,,,,,,,,68.337705,25.385844,4836879515,
Sindh Rangers Hospital,hospital,hospital,,,,,,,,67.032042,24.929221,5124275220,
Clinics And Medical Labs,doctors,doctors,,,,,,,,,,433078671,
Anayat Medical Store,pharmacy,pharmacy,,,,,,,,74.547184,32.479505,4901925120,
Chinese,hospital,hospital,,,,,,,,73.009067,33.60981,2441070147,
Fatima Eye Clinic,clinic,clinic,,,,,,,,73.100378,31.406803,5265764851,
CMH Lahore,hospital,hospital,,,,,yes,,,74.371175,31.539165,5255424740,
Abdullah Pharmacy,pharmacy,pharmacy,,,,,,,,71.664796,29.405578,4923821632,
Bilal Lab,pharmacy,pharmacy,,,,,,,,73.979645,31.711475,4910707100,
HIJAMA CLINIC,clinic,clinic,,,,,,,,67.055024,24.884175,4793640255,
College of Pharmacy LUMHS Jamshoro,hospital,hospital,,,,,,,,68.269132,25.4312,6732207989,
Role Model Hijama Centre,hospital,hospital,,,,,,,,67.0645,24.877492,4775013572,
,clinic,clinic,,,,,,,,67.495214,26.571776,4666595589,
Liaquat National Hospital,hospital,hospital,,,,,yes,,,67.068774,24.890119,4398203517,
PNS Rahat Hospital - Karsaz,hospital,hospital,general,,,,yes,,,67.093351,24.88079,5325320604,
Taj Eye Hospital,clinic,clinic,,,,,,,,67.06022,24.931833,5133028147,
Al Shifa Medical Center,clinic,clinic,,,,,,,,67.003072,24.94512,5130498592,
Hijama Medication & Cupping Therapy,clinic,clinic,,,,,,,,74.376557,31.455753,4490199294,
Dr Dental Surgery,dentist,dentist,,,,,,,,67.038273,24.801123,4788568341,
Alnoor Clinical Laboratory,clinic,clinic,,,,,,,,74.328401,31.534592,4387255592,
Noor Surgical Hospital,hospital,hospital,,,,,,,,,,27375751,
Farzana Clinic,hospital,hospital,,,,,,,,67.021813,24.913414,5130921749,
